dataset,query_id,observation_count,ndcg@10_delta,mrr@10_delta
arguana,test-religion-wcprrgrhbmi-pro01a,3,-0.04364325119048584,-0.05555555555555556
arguana,test-science-ascidfakhba-con02a,3,0.0,0.0
arguana,test-science-ascidfakhba-con03a,3,-0.06425416425653106,-0.07222222222222223
arguana,test-science-ascidfakhba-con04a,3,0.0,0.0
arguana,test-science-ascidfakhba-pro01a,3,0.04382375083885143,0.04999999999999999
arguana,test-science-ascidfakhba-pro02a,3,0.0,0.0
arguana,test-science-ascidfakhba-pro04a,3,0.0,0.0
arguana,test-science-ciidfaihwc-con01a,3,0.029215833892567617,0.033333333333333326
arguana,test-science-cpisydfphwj-pro01a,3,0.0,0.0
arguana,test-science-cpisydfphwj-pro02a,3,0.04274094647856217,0.04298941798941799
arguana,test-science-cpisydfphwj-pro03a,3,0.18737898785435,0.2107142857142857
arguana,test-science-dssghsdmd-pro01a,6,0.00014825205886466927,-0.0023809523809523816
arguana,test-science-dssghsdmd-pro02a,3,0.07446937096537087,0.08333333333333334
arguana,test-science-dssghsdmd-pro03a,3,0.0,0.0
arguana,test-science-dssghsdmd-pro04a,3,0.0,0.0
arguana,test-science-eassgbatj-con04a,3,0.029215833892567617,0.033333333333333326
arguana,test-science-nsihwbtiss-con01a,3,0.0,0.0
arguana,test-science-nsihwbtiss-con02a,3,0.0,0.0
arguana,test-science-nsihwbtiss-pro01a,3,0.20068666377598746,0.07407407407407407
arguana,test-science-nsihwbtiss-pro02a,6,-0.04382375083885143,-0.04999999999999999
arguana,test-science-sghwbdgmo-pro02a,3,0.0,0.0
arguana,test-science-sghwbdgmo-pro03a,3,-0.017839824633736106,-0.019047619047619053
arguana,test-science-wsihwclscaaw-pro01a,3,-0.25105222817944595,-0.12499999999999999
arguana,test-society-asfhwapg-con01a,3,-0.030645620126519446,-0.033333333333333354
arguana,test-society-cpisydfphwj-pro02a,3,0.03432396505087948,0.033201058201058196
arguana,test-society-epiasghbf-con01a,3,0.0,0.0
arguana,test-society-epiasghbf-con03a,3,0.11314719276545837,0.1333333333333333
arguana,test-society-epiasghbf-con04a,3,0.0,0.0
arguana,test-society-epsihbdns-con01a,6,0.0,0.0
arguana,test-society-epsihbdns-con02a,3,0.021205388032327428,0.02182539682539682
arguana,test-society-epsihbdns-pro04a,3,0.0,0.0
arguana,test-society-ghbgqeaaems-con01a,3,-0.055177191444040985,-0.05555555555555555
arguana,test-society-mmcpsgfhbf-con01a,3,0.003988389782031106,0.0037037037037037
arguana,test-society-mmcpsgfhbf-pro03a,3,-0.10925552910512944,-0.11904761904761905
arguana,test-society-simhbrasnba-con03a,3,-0.003988389782031106,-0.0037037037037037
arguana,test-society-simhbrasnba-pro02a,3,0.0,0.0
arguana,test-society-tsmihwurpp-con02a,3,0.0,0.0
arguana,test-society-tsmihwurpp-con03a,3,0.0,0.0
arguana,test-society-tsmihwurpp-pro02a,3,0.0,0.0
arguana,test-society-tsmihwurpp-pro03a,6,0.19669827399395637,0.07037037037037037
arguana,test-sport-aastshsrqsar-con01a,3,-0.1481100472783268,-0.18333333333333332
arguana,test-sport-aastshsrqsar-con04a,3,-0.04074231032229342,-0.04166666666666666
arguana,test-sport-aastshsrqsar-pro02a,6,0.0,0.0
arguana,test-sport-otshwbe2uuyt-con04a,3,0.0,0.0
arguana,test-sport-otshwbe2uuyt-pro01a,3,0.0,0.0
arguana,test-sport-tshbmlbscac-pro01a,3,0.0,0.0
arguana,test-sport-tshbmlbscac-pro02a,3,0.0,0.0
arguana,test-sport-ybfgsohbhog-con03a,3,0.0,0.0
arguana,test-sport-ybfgsohbhog-pro04a,3,0.0,0.0
fiqa,10039,3,0.0,0.0
fiqa,10109,3,0.0,0.0
fiqa,10122,3,0.0,0.0
fiqa,10137,6,0.0,0.0
fiqa,10183,6,0.0024454699985068107,0.0037037037037037
fiqa,10213,3,0.0,0.0
fiqa,10246,6,0.0,0.0
fiqa,10414,3,0.1086161933919046,0.0
fiqa,10447,6,0.0,0.0
fiqa,10482,3,0.0,0.0
fiqa,10547,6,0.0,0.0
fiqa,10596,6,0.0,0.0
fiqa,10601,6,0.0,0.0
fiqa,10628,3,0.0,0.0
fiqa,10639,3,0.0,0.0
fiqa,10674,6,0.0,0.0
fiqa,10734,3,0.02253461138585977,0.0
fiqa,1074,9,0.0,0.0
fiqa,10792,3,0.0,0.0
fiqa,10808,6,0.0,0.0
fiqa,10809,3,0.0,0.0
fiqa,10845,3,0.0,0.0
fiqa,1085,6,0.0,0.0
fiqa,109,3,0.0,0.0
fiqa,10994,6,0.0,0.0
fiqa,11039,6,-0.02538111357246117,-0.037037037037037035
fiqa,11054,3,0.0,0.0
fiqa,11088,3,0.0,0.0
fiqa,1150,6,0.0,0.0
fiqa,1198,3,0.0,0.0
fiqa,1284,3,0.0,0.0
fiqa,1310,3,0.0,0.0
fiqa,1321,3,0.0,0.0
fiqa,1391,6,0.0,0.0
fiqa,1416,3,0.0,0.0
fiqa,1441,6,0.0,0.0
fiqa,1451,3,0.0,0.0
fiqa,1469,3,0.36907024642854247,0.5
fiqa,15,6,0.0,0.0
fiqa,1530,6,0.0,0.0
fiqa,1783,3,0.0,0.0
fiqa,1819,3,0.0,0.0
fiqa,1824,3,0.0,0.0
fiqa,1889,3,0.0,0.0
fiqa,1915,3,0.0,0.0
fiqa,1933,3,0.0,0.0
fiqa,1994,6,-0.013025072491814227,0.0
fiqa,2051,3,0.0,0.0
fiqa,2070,3,0.0,0.0
fiqa,2075,3,0.0031993563102592445,0.012962962962962963
fiqa,2076,6,0.0,0.0
fiqa,2118,3,0.0,0.0
fiqa,2183,3,-0.024619424346990382,-0.09999999999999999
fiqa,2296,3,0.0,0.0
fiqa,2306,3,0.0,0.0
fiqa,2316,6,0.0,0.0
fiqa,2318,3,-0.00595615218253485,-0.0059523809523809494
fiqa,2330,3,0.0,0.0
fiqa,2348,6,-0.10331406357598859,-0.5
fiqa,2383,9,0.0,0.0
fiqa,2398,3,0.0,0.0
fiqa,2423,3,0.02758200710177335,0.0
fiqa,2443,6,0.0,0.0
fiqa,2460,3,0.0,0.0
fiqa,2472,3,0.0,0.0
fiqa,2498,3,0.0,0.0
fiqa,2516,3,0.0,0.0
fiqa,2579,3,0.0,0.0
fiqa,2587,3,0.0,0.0
fiqa,2590,6,-0.05899726532359346,-0.06428571428571428
fiqa,2598,6,0.0,0.0
fiqa,2676,3,0.0,0.0
fiqa,2747,3,0.0,0.0
fiqa,2749,3,0.1289509357448472,0.16666666666666666
fiqa,2880,3,0.0,0.0
fiqa,2885,3,0.0,0.0
fiqa,2891,3,0.0,0.0
fiqa,2903,3,0.0,0.0
fiqa,2964,3,0.0,0.0
fiqa,2994,3,0.028543195661618736,0.0722222222222222
fiqa,3006,6,-0.050433735583135575,-0.22222222222222224
fiqa,3014,6,0.0,0.0
fiqa,3039,6,-0.004811627040582522,-0.004629629629629632
fiqa,3049,6,-0.0575994998928698,0.0
fiqa,3051,3,0.0,0.0
fiqa,3067,6,0.0,0.0
fiqa,3091,3,-0.03685285495322762,0.0
fiqa,3103,3,0.0,0.0
fiqa,3115,3,0.0,0.0
fiqa,3148,3,0.0,0.0
fiqa,3149,6,0.06152523225985606,0.037037037037037035
fiqa,3186,6,0.0,0.0
fiqa,3189,6,0.03743591365794427,0.06534391534391536
fiqa,3254,3,0.0,0.0
fiqa,3369,3,0.0,0.0
fiqa,3394,6,0.0,0.0
fiqa,3404,3,-0.051309019132997485,-0.1392857142857143
fiqa,3405,3,-0.21626607003968737,-0.08928571428571429
fiqa,3446,3,0.0,0.0
fiqa,3490,3,0.0,0.0
fiqa,3500,3,0.0,0.0
fiqa,3503,3,0.028715449819930683,0.0
fiqa,3528,3,0.36907024642854247,0.5
fiqa,3530,3,0.0,0.0
fiqa,3534,3,0.0,0.0
fiqa,3566,3,0.0,0.0
fiqa,3569,3,0.0,0.0
fiqa,3594,6,0.0,0.0
fiqa,3612,3,0.0,0.0
fiqa,3682,3,0.0,0.0
fiqa,3694,3,-0.04344248131314161,-0.07738095238095238
fiqa,3759,3,0.0,0.0
fiqa,3767,3,0.0,0.0
fiqa,3771,6,0.0,0.0
fiqa,3789,3,0.0,0.0
fiqa,3791,3,0.044293895445058705,0.031084656084656086
fiqa,3822,3,0.0,0.0
fiqa,3829,3,0.0,0.0
fiqa,3830,6,-0.13092975357145753,-0.16666666666666669
fiqa,3837,3,0.0,0.0
fiqa,3875,3,-0.04576292472490869,0.0
fiqa,3932,9,-0.0829081937560633,-0.16666666666666669
fiqa,4019,6,-0.016119137237117127,-0.05000000000000001
fiqa,4037,6,0.0,0.0
fiqa,4071,6,0.0,0.0
fiqa,4084,6,-0.08027921085181244,-0.16666666666666669
fiqa,4102,6,0.0,0.0
fiqa,4103,3,0.0,0.0
fiqa,4116,9,0.0,0.0
fiqa,4142,6,-0.04282309921170025,0.011111111111111118
fiqa,4205,3,0.0,0.0
fiqa,4265,3,0.0,0.0
fiqa,4286,3,0.0,0.0
fiqa,4289,3,0.0,0.0
fiqa,4306,3,0.0,0.0
fiqa,4312,3,-0.031000436513107982,0.0
fiqa,4335,6,0.0,0.0
fiqa,4339,3,0.0,0.0
fiqa,4394,3,0.0,0.0
fiqa,4415,6,0.0,0.0
fiqa,4433,3,0.0,0.0
fiqa,4464,3,-0.12830961684133846,-0.14682539682539683
fiqa,4465,6,0.0,0.0
fiqa,4484,3,0.0,0.0
fiqa,4500,3,0.0,0.0
fiqa,4514,3,-0.060116822093206734,0.0
fiqa,4539,6,0.0,0.0
fiqa,4571,3,0.047088990953276344,0.0
fiqa,4600,3,0.0,0.0
fiqa,4605,6,-0.006226347971421978,-0.023677248677248686
fiqa,4641,3,0.0,0.0
fiqa,4678,3,0.0,0.0
fiqa,4714,3,0.0,0.0
fiqa,475,3,0.0,0.0
fiqa,4756,3,0.0,0.0
fiqa,4767,6,0.0,0.0
fiqa,4775,9,-0.014756169005148478,-0.014285714285714282
fiqa,4777,3,0.0,0.0
fiqa,4813,3,0.0,0.0
fiqa,4823,3,0.0,0.0
fiqa,4827,3,0.0,0.0
fiqa,4845,3,0.0,0.0
fiqa,4846,9,0.0,0.0
fiqa,4863,3,0.0,0.0
fiqa,4865,3,0.0,0.0
fiqa,4942,3,0.0,0.0
fiqa,4955,3,0.0,0.0
fiqa,4962,3,0.0,0.0
fiqa,4981,3,0.0,0.0
fiqa,5021,3,0.0,0.0
fiqa,503,6,0.0,0.0
fiqa,504,9,0.0,0.0
fiqa,5054,3,0.0,0.0
fiqa,5061,3,0.0,0.0
fiqa,5067,6,0.020430413417679632,0.022222222222222237
fiqa,5080,3,0.0,0.0
fiqa,5083,9,0.0,0.0
fiqa,5086,6,0.0,0.0
fiqa,5125,3,0.0,0.0
fiqa,515,3,0.0,0.0
fiqa,5155,3,0.0,0.0
fiqa,5172,3,0.0,0.0
fiqa,5185,3,0.0,0.0
fiqa,5196,3,0.0,0.0
fiqa,5206,3,0.0,0.0
fiqa,5228,3,0.0,0.0
fiqa,5231,3,0.0,0.0
fiqa,5254,6,0.0,0.0
fiqa,529,3,0.0,0.0
fiqa,5331,6,0.0,0.0
fiqa,5343,3,0.0,0.0
fiqa,5374,3,0.0,0.0
fiqa,5380,3,0.0,0.0
fiqa,5402,3,0.0,0.0
fiqa,5422,3,-0.005702639347770738,-0.016666666666666663
fiqa,5427,3,0.0,0.0
fiqa,5464,3,0.0,0.0
fiqa,547,9,0.0,0.0
fiqa,549,3,0.0,0.0
fiqa,5585,6,0.0,0.0
fiqa,5592,3,0.0,0.0
fiqa,56,3,0.0,0.0
fiqa,5616,3,0.01358077010743114,0.013888888888888886
fiqa,5620,3,0.0,0.0
fiqa,5646,3,0.03539838031601709,0.0
fiqa,5653,3,0.0,0.0
fiqa,5683,3,0.0,0.0
fiqa,570,6,0.0,0.0
fiqa,5710,6,0.0,0.0
fiqa,5741,3,-0.02312529453781099,-0.04444444444444443
fiqa,5763,3,0.0,0.0
fiqa,5782,3,0.0,0.0
fiqa,5808,6,0.0,0.0
fiqa,585,6,0.0,0.0
fiqa,5853,3,0.0,0.0
fiqa,588,3,0.0,0.0
fiqa,5888,3,0.0,0.0
fiqa,5903,6,0.0,0.0
fiqa,5906,3,0.06152523225985606,0.037037037037037035
fiqa,5940,3,0.0,0.0
fiqa,5970,3,0.04934698516097752,0.041666666666666664
fiqa,5981,3,0.0,0.0
fiqa,6002,3,-0.0005638656127142649,0.0
fiqa,6004,6,0.0,0.0
fiqa,6005,3,-0.010926730260583661,0.0
fiqa,603,6,0.0,0.0
fiqa,6080,3,0.0,0.0
fiqa,6110,3,0.0,0.0
fiqa,6121,3,0.02856106101426135,0.04907407407407407
fiqa,6122,3,0.0,0.0
fiqa,6131,6,-0.05183625150117279,0.0
fiqa,6146,6,0.0,0.0
fiqa,6199,3,-0.03827843535454387,-0.11111111111111112
fiqa,620,3,0.0,0.0
fiqa,6219,3,0.0,0.0
fiqa,622,3,-0.04970590663018562,-0.0884920634920635
fiqa,6262,3,0.0,0.0
fiqa,6395,3,0.0,0.0
fiqa,6420,6,-0.15086292368727783,-0.3333333333333333
fiqa,6441,3,0.0,0.0
fiqa,6468,3,0.0,0.0
fiqa,6479,6,0.0,0.0
fiqa,6562,3,0.0034353510071432427,0.008333333333333331
fiqa,6611,3,-0.04290358944605573,0.0
fiqa,6612,3,0.007588874698601089,0.01706349206349207
fiqa,6625,9,0.04364325119048584,0.05555555555555556
fiqa,6629,3,0.0,0.0
fiqa,6635,3,0.0,0.0
fiqa,6647,3,-0.006855184654398309,0.0
fiqa,6683,3,0.0,0.0
fiqa,6713,3,0.0,0.0
fiqa,6715,6,0.0,0.0
fiqa,6792,3,0.0,0.0
fiqa,6807,6,0.0,0.0
fiqa,6832,6,0.0,0.0
fiqa,6849,6,0.0,0.0
fiqa,6867,3,0.0,0.0
fiqa,687,3,0.0,0.0
fiqa,689,3,0.0,0.0
fiqa,6901,9,-0.31710764523998214,-0.6833333333333333
fiqa,6907,6,-0.11419476673969874,-0.05238095238095239
fiqa,6985,3,0.0,0.0
fiqa,701,3,0.0,0.0
fiqa,7017,3,0.0,0.0
fiqa,7071,3,0.0,0.0
fiqa,7096,3,-0.029215833892567617,-0.033333333333333326
fiqa,7109,6,0.0,0.0
fiqa,7141,3,0.0,0.0
fiqa,7145,6,0.003578070986205597,0.007936507936507936
fiqa,7188,6,-0.0813589821123053,-0.09999999999999999
fiqa,7218,9,0.0,0.0
fiqa,7221,3,0.0,0.0
fiqa,7269,3,0.0,0.0
fiqa,7279,6,0.04072902272130636,0.0
fiqa,7295,6,0.0,0.0
fiqa,7311,3,0.0,0.0
fiqa,7329,3,-0.017913606535529775,-0.033333333333333326
fiqa,7377,3,0.0,0.0
fiqa,7431,6,0.0,0.0
fiqa,744,3,0.0,0.0
fiqa,7441,3,0.020480849318162336,0.05555555555555556
fiqa,7448,3,-0.13092975357145753,-0.16666666666666669
fiqa,7467,3,0.0,0.0
fiqa,7484,3,0.0,0.0
fiqa,750,3,-0.013204467205945258,0.0
fiqa,7509,6,0.0,0.0
fiqa,7533,3,0.09956221588999221,0.11111111111111112
fiqa,7534,3,0.0,0.0
fiqa,7594,3,0.0,0.0
fiqa,7622,3,0.0,0.0
fiqa,7633,6,0.0,0.0
fiqa,7674,6,0.0,0.0
fiqa,7702,3,0.015613451470162723,0.011111111111111118
fiqa,7705,6,-0.03539838031601703,-0.08888888888888886
fiqa,7734,3,0.0,0.0
fiqa,7747,9,0.0,0.0
fiqa,7754,6,0.0,0.0
fiqa,7758,3,0.0,0.0
fiqa,776,3,0.0,0.0
fiqa,7803,9,0.0,0.0
fiqa,7823,3,0.0,0.0
fiqa,7876,6,0.0,0.0
fiqa,7879,3,0.18775109682935803,0.5277777777777778
fiqa,7925,3,0.0,0.0
fiqa,7928,3,0.03761504711631176,0.03333333333333333
fiqa,7936,3,-0.029636815057960786,0.0
fiqa,7992,3,0.0,0.0
fiqa,8,3,0.0,0.0
fiqa,8002,3,0.0,0.0
fiqa,8013,6,0.0,0.0
fiqa,8017,3,0.0,0.0
fiqa,8040,3,0.0,0.0
fiqa,8079,3,-0.04521732447748258,0.0
fiqa,810,3,0.0222325348711801,0.0246031746031746
fiqa,8121,3,0.0,0.0
fiqa,813,3,0.0,0.0
fiqa,8202,3,0.0,0.0
fiqa,8230,3,-0.0024454699985068107,-0.0037037037037037
fiqa,8275,6,0.0,0.0
fiqa,8296,3,0.0,0.0
fiqa,8332,6,-0.021929083388260228,-0.028174603174603168
fiqa,8378,3,0.0,0.0
fiqa,8456,6,0.0,0.0
fiqa,8507,3,0.0,0.0
fiqa,8512,3,-0.10629948407052858,-0.04298941798941799
fiqa,8513,9,0.0,0.0
fiqa,853,6,-0.009213660929611558,-0.01574074074074075
fiqa,8537,3,0.24604683095236166,0.3333333333333333
fiqa,858,3,0.0,0.0
fiqa,859,3,0.0,0.0
fiqa,8635,3,0.0,0.0
fiqa,8834,3,0.0,0.0
fiqa,885,3,0.0,0.0
fiqa,8934,3,0.009350026153118715,0.015873015873015872
fiqa,8937,6,0.0,0.0
fiqa,8947,3,0.0,0.0
fiqa,895,6,0.0,0.0
fiqa,8959,3,0.0,0.0
fiqa,8982,3,0.0,0.0
fiqa,90,3,0.0,0.0
fiqa,904,3,0.0,0.0
fiqa,9088,3,0.0,0.0
fiqa,9108,3,0.0,0.0
fiqa,9174,6,0.0,0.0
fiqa,9275,9,0.0,0.0
fiqa,928,6,-0.08027921085181244,-0.16666666666666669
fiqa,9291,3,-0.05907976226134925,-0.03333333333333333
fiqa,9296,6,-0.0024454699985068107,-0.0037037037037037
fiqa,9329,6,0.0,0.0
fiqa,9381,3,-0.1235741602904503,-0.24074074074074076
fiqa,939,3,0.0,0.0
fiqa,94,6,0.0,0.0
fiqa,9403,3,0.0,0.0
fiqa,9481,6,0.0,0.0
fiqa,9487,3,0.0,0.0
fiqa,9548,3,0.0,0.0
fiqa,9556,3,0.0,0.0
fiqa,9565,6,0.0,0.0
fiqa,957,9,0.0,0.0
fiqa,9617,3,-0.24780499237835082,-0.6666666666666667
fiqa,9644,3,-0.020430413417679632,-0.022222222222222237
fiqa,9646,3,0.0,0.0
fiqa,9735,3,0.0,0.0
fiqa,9737,3,0.0,0.0
fiqa,9771,6,0.0,0.0
fiqa,9824,6,0.0,0.0
fiqa,9871,3,0.05792087529501844,0.08796296296296297
fiqa,988,3,0.0,0.0
nfcorpus,PLAIN-1008,3,0.0,0.0
nfcorpus,PLAIN-1018,9,0.008967047041898046,0.0
nfcorpus,PLAIN-102,3,-0.14185154714177586,-0.5
nfcorpus,PLAIN-1028,6,0.0,0.0
nfcorpus,PLAIN-1039,6,0.0,0.0
nfcorpus,PLAIN-1050,6,0.0,0.0
nfcorpus,PLAIN-1066,9,0.0,0.0
nfcorpus,PLAIN-1088,6,0.0,0.0
nfcorpus,PLAIN-1109,3,0.009645246727929768,0.0
nfcorpus,PLAIN-1119,3,0.0,0.0
nfcorpus,PLAIN-112,9,0.0,0.0
nfcorpus,PLAIN-1130,3,0.0,0.0
nfcorpus,PLAIN-1141,6,0.0,0.0
nfcorpus,PLAIN-1151,12,0.05483836388973982,0.16666666666666666
nfcorpus,PLAIN-1161,9,0.0,0.0
nfcorpus,PLAIN-1183,6,0.028816560724514467,0.16666666666666669
nfcorpus,PLAIN-1193,6,0.0,0.0
nfcorpus,PLAIN-12,3,0.00444442918475454,0.016666666666666673
nfcorpus,PLAIN-1214,3,0.0,0.0
nfcorpus,PLAIN-1225,3,0.16124020601435263,0.5
nfcorpus,PLAIN-123,3,0.0,0.0
nfcorpus,PLAIN-1249,3,0.0,0.0
nfcorpus,PLAIN-1262,3,0.0,0.0
nfcorpus,PLAIN-1275,6,0.0,0.0
nfcorpus,PLAIN-1288,3,0.005034346879315255,0.0
nfcorpus,PLAIN-1299,3,0.023143740645592426,0.0
nfcorpus,PLAIN-1309,9,0.0,0.0
nfcorpus,PLAIN-1320,3,0.006516711961875421,0.0
nfcorpus,PLAIN-133,6,0.021284679805865226,0.09523809523809523
nfcorpus,PLAIN-1331,6,0.0,0.0
nfcorpus,PLAIN-1342,3,0.0,0.0
nfcorpus,PLAIN-1363,3,0.0,0.0
nfcorpus,PLAIN-1387,3,-0.015257518779489332,0.0
nfcorpus,PLAIN-1419,6,0.04407407950400377,0.0
nfcorpus,PLAIN-1429,3,0.0,0.0
nfcorpus,PLAIN-143,6,-0.059204087801554506,0.0
nfcorpus,PLAIN-1441,6,0.03740280795831489,0.0
nfcorpus,PLAIN-1453,6,0.0076194478788057145,0.0
nfcorpus,PLAIN-1463,9,-0.018324042337308444,0.0
nfcorpus,PLAIN-1473,3,0.0,0.0
nfcorpus,PLAIN-1485,3,0.0,0.0
nfcorpus,PLAIN-1496,3,0.0,0.0
nfcorpus,PLAIN-1506,6,0.0,0.0
nfcorpus,PLAIN-1516,3,0.0,0.0
nfcorpus,PLAIN-1527,9,0.016023122718932175,0.0
nfcorpus,PLAIN-153,6,0.0,0.0
nfcorpus,PLAIN-1537,3,-0.006204097923275975,0.0
nfcorpus,PLAIN-1568,3,0.0,0.0
nfcorpus,PLAIN-1579,6,0.0,0.0
nfcorpus,PLAIN-1601,9,-0.02208474115146301,0.0
nfcorpus,PLAIN-1611,3,0.0,0.0
nfcorpus,PLAIN-1621,3,0.0,0.0
nfcorpus,PLAIN-1635,3,0.0,0.0
nfcorpus,PLAIN-1645,3,0.0,0.0
nfcorpus,PLAIN-1656,3,0.0,0.0
nfcorpus,PLAIN-1667,3,-0.03756328770693843,0.0
nfcorpus,PLAIN-1679,9,0.0,0.0
nfcorpus,PLAIN-1690,6,0.0,0.0
nfcorpus,PLAIN-1700,3,0.0,0.0
nfcorpus,PLAIN-1710,9,0.0,0.0
nfcorpus,PLAIN-1741,6,0.0,0.0
nfcorpus,PLAIN-175,3,0.0,0.0
nfcorpus,PLAIN-1762,6,0.0,0.0
nfcorpus,PLAIN-1772,3,0.0,0.0
nfcorpus,PLAIN-1784,9,0.0,0.0
nfcorpus,PLAIN-1794,3,0.0,0.0
nfcorpus,PLAIN-1805,9,0.0716446237239583,0.0
nfcorpus,PLAIN-1817,6,0.0,0.0
nfcorpus,PLAIN-1827,3,0.0,0.0
nfcorpus,PLAIN-1837,12,0.0,0.0
nfcorpus,PLAIN-1847,3,0.0,0.0
nfcorpus,PLAIN-1857,3,0.0,0.0
nfcorpus,PLAIN-1867,15,0.0,0.0
nfcorpus,PLAIN-1887,6,0.0,0.0
nfcorpus,PLAIN-1897,6,0.0,0.0
nfcorpus,PLAIN-1919,6,-0.021206929399650593,0.0
nfcorpus,PLAIN-1929,6,0.0,0.0
nfcorpus,PLAIN-1940,3,0.0,0.0
nfcorpus,PLAIN-1950,6,0.0,0.0
nfcorpus,PLAIN-196,3,0.0,0.0
nfcorpus,PLAIN-1962,3,0.0,0.0
nfcorpus,PLAIN-1972,3,0.0,0.0
nfcorpus,PLAIN-1983,9,0.0,0.0
nfcorpus,PLAIN-1995,3,0.0,0.0
nfcorpus,PLAIN-2009,6,0.0,0.0
nfcorpus,PLAIN-2019,6,0.0,0.0
nfcorpus,PLAIN-2030,3,0.0,0.0
nfcorpus,PLAIN-2040,3,0.0,0.0
nfcorpus,PLAIN-2051,6,-0.006550631830734528,0.0
nfcorpus,PLAIN-2061,6,0.0,0.0
nfcorpus,PLAIN-207,6,-0.0448612662248112,0.0
nfcorpus,PLAIN-2071,6,0.0,0.0
nfcorpus,PLAIN-2081,6,0.0,0.0
nfcorpus,PLAIN-2092,6,0.0,0.0
nfcorpus,PLAIN-2102,9,-0.016588746963678364,0.0
nfcorpus,PLAIN-2124,3,0.0,0.0
nfcorpus,PLAIN-2145,6,0.0,0.0
nfcorpus,PLAIN-2156,12,0.0,0.0
nfcorpus,PLAIN-2167,9,0.0,0.0
nfcorpus,PLAIN-217,9,0.0,0.0
nfcorpus,PLAIN-2177,3,0.0,0.0
nfcorpus,PLAIN-2187,3,0.0,0.0
nfcorpus,PLAIN-2209,3,0.0,0.0
nfcorpus,PLAIN-2220,6,0.0,0.0
nfcorpus,PLAIN-2230,6,0.0,0.0
nfcorpus,PLAIN-2240,9,0.0,0.0
nfcorpus,PLAIN-2250,6,0.0,0.0
nfcorpus,PLAIN-2261,6,0.0,0.0
nfcorpus,PLAIN-227,6,0.0,0.0
nfcorpus,PLAIN-2271,6,0.0,0.0
nfcorpus,PLAIN-2281,9,0.0,0.0
nfcorpus,PLAIN-2291,6,0.0,0.0
nfcorpus,PLAIN-23,6,0.03369100557173118,0.0
nfcorpus,PLAIN-2301,3,0.0,0.0
nfcorpus,PLAIN-2311,6,0.0,0.0
nfcorpus,PLAIN-2321,6,0.0,0.0
nfcorpus,PLAIN-2332,3,0.006744848662945631,0.0
nfcorpus,PLAIN-2343,3,0.0,0.0
nfcorpus,PLAIN-2354,6,0.0,0.0
nfcorpus,PLAIN-2364,6,0.0,0.0
nfcorpus,PLAIN-2375,6,0.0,0.0
nfcorpus,PLAIN-238,12,0.0,0.0
nfcorpus,PLAIN-2396,6,0.0,0.0
nfcorpus,PLAIN-2430,3,-0.024807640531163116,0.0
nfcorpus,PLAIN-2440,9,0.0,0.0
nfcorpus,PLAIN-2450,3,0.0,0.0
nfcorpus,PLAIN-2460,9,-0.013772627913556967,-0.05555555555555555
nfcorpus,PLAIN-2470,3,-0.04282754823975358,0.0
nfcorpus,PLAIN-248,3,0.03373365279433419,-0.08888888888888886
nfcorpus,PLAIN-2480,3,-0.09150237182807419,-0.5
nfcorpus,PLAIN-2490,6,0.0473757202723138,0.027777777777777773
nfcorpus,PLAIN-2500,6,0.004184108926091816,0.009259259259259264
nfcorpus,PLAIN-2510,6,0.0288165607245144,0.0
nfcorpus,PLAIN-2520,12,0.021332566373642822,0.05555555555555556
nfcorpus,PLAIN-2530,6,-0.002621800108388417,0.0
nfcorpus,PLAIN-2540,9,-0.01371881994806499,-0.3333333333333333
nfcorpus,PLAIN-2550,3,-0.04099324221937886,-0.18333333333333332
nfcorpus,PLAIN-2560,6,0.0,0.0
nfcorpus,PLAIN-2570,6,-0.03323214287870308,-0.16666666666666669
nfcorpus,PLAIN-2580,3,0.0,0.0
nfcorpus,PLAIN-2590,3,-0.021472037622873103,-0.025000000000000005
nfcorpus,PLAIN-2600,3,0.0,0.0
nfcorpus,PLAIN-2610,3,0.010926730260583625,0.0
nfcorpus,PLAIN-2630,6,0.00411611662232166,0.0
nfcorpus,PLAIN-2640,3,0.019029923956719597,0.0
nfcorpus,PLAIN-2660,6,-0.008544580950059185,0.0
nfcorpus,PLAIN-2670,3,0.0,0.0
nfcorpus,PLAIN-2690,6,0.0,0.0
nfcorpus,PLAIN-270,3,0.0,0.0
nfcorpus,PLAIN-2720,6,0.011353386980430499,0.0
nfcorpus,PLAIN-2730,6,0.014464058793358362,0.0
nfcorpus,PLAIN-2740,9,0.0003820121975319039,0.0
nfcorpus,PLAIN-2760,6,0.0,0.0
nfcorpus,PLAIN-2770,9,0.036997254429025794,0.019047619047619053
nfcorpus,PLAIN-2780,3,0.023217147610643696,0.0
nfcorpus,PLAIN-2790,3,0.037342259930952304,0.0
nfcorpus,PLAIN-280,9,-0.0030665235578191305,0.0
nfcorpus,PLAIN-2810,3,-0.00048548173763371394,-0.0037037037037037
nfcorpus,PLAIN-2820,9,0.0,0.0
nfcorpus,PLAIN-2830,9,0.021217378872619652,0.033333333333333326
nfcorpus,PLAIN-2850,3,0.0,0.0
nfcorpus,PLAIN-2860,12,0.0,0.0
nfcorpus,PLAIN-2870,6,0.014009096622042139,0.08333333333333331
nfcorpus,PLAIN-2880,6,0.0,0.0
nfcorpus,PLAIN-2890,9,-0.051874149947808146,-0.1333333333333333
nfcorpus,PLAIN-2900,6,0.0,0.0
